Comuna;Link;Tipo_Vivienda;N_Habitaciones;N_Baños;N_Estacionamientos;Total_Superficie_M2;Superficie_Construida_M2; Valor_UF ;Valor_CLP;Dirección;Quién_Vende;Corredor
Recoleta;https://chilepropiedades.cl/ver-publicacion/venta-usada/recoleta/casa/pintor-fosa-calderon-2745/3478076;Casa;3;1;;200;150;2.430;70000000;Recoleta, Pintor fosa Calderón 2745;Rodrigo Alejandro martinez Saldivia;Vende Dueño/a
Recoleta;https://chilepropiedades.cl/ver-publicacion/venta-usada/recoleta/casa/av-mexicoav-el-salto/3605420;Casa;6;2;No;214;140;4.757;137000000;Recoleta, Av méxico/av el salto;Propiedades Centro Santiago SPA;Propiedades Centro Santiago SPA
Recoleta;https://chilepropiedades.cl/ver-publicacion/venta-usada/recoleta/casa/recoletarengifo/986652;Casa;3;1;No;262;90;5.451;157000000;Recoleta, Recoleta/Rengifo;Felipe Acosta Propiedades Peñalolén;Procasa Felipe Acosta Propiedades Peñalolén
Recoleta;https://chilepropiedades.cl/ver-publicacion/venta-usada/recoleta/casa/magnolias/2867701;Casa;3;1;2;320;160;5.382;155000000;Recoleta, Magnolias;SGQ PROPIEDADES;Sgq Propiedades
Recoleta;https://chilepropiedades.cl/ver-publicacion/venta-usada/recoleta/casa/maria-eugeniazapadores/3131551;Casa;3;4;No;302;192;5.034;145000000;Recoleta, Maria eugenia/zapadores;Mauricio Pino Propiedades;Mauricio Pino Propiedades
Recoleta;https://chilepropiedades.cl/ver-publicacion/venta-usada/recoleta/casa/avenida-peruvaldivieso/2716913;Casa;4;3;No;465;260;12.900;371520000;Recoleta, Avenida Perú/Valdivieso;Mauricio Pino Propiedades;Mauricio Pino Propiedades
Recoleta;https://chilepropiedades.cl/ver-publicacion/venta-usada/recoleta/casa/av-el-saltodoctor-ostomol/3474706;Casa;3;1;No;146;83;3.923;113000000;Recoleta, Av. El Salto/Doctor Ostomol;Aleida Lama Propiedades;Aleida Lama Propiedades
Recoleta;https://chilepropiedades.cl/ver-publicacion/venta-usada/recoleta/casa/mexico/2708146;Casa;5;3;8;760;176;14.756;425000000;Recoleta, México;Guillermo Bravo Zarate;Guillermo Bravo Zarate
Recoleta;https://chilepropiedades.cl/ver-publicacion/venta-usada/recoleta/casa/santa-analos-zapadores/3478305;Casa;1;1;No;240;85;3.472;100000000;Recoleta, Santa Ana/Los Zapadores;Aleida Lama Propiedades;Aleida Lama Propiedades
Recoleta;https://chilepropiedades.cl/ver-publicacion/venta-usada/recoleta/casa/avenida-valdivieso/3710398;Casa;5;2;;220;220;2.778;80000000;Recoleta, Avenida Valdivieso;Alessandro Matteucci Cajas;Alessandro Matteucci Cajas
Recoleta;https://chilepropiedades.cl/ver-publicacion/venta-usada/recoleta/casa/av-recoletaav-einstein/2897926;Casa;5;3;No;558;228;12.300;354240000;Recoleta, Av recoleta/av. Einstein;Mauricio Pino Propiedades;Mauricio Pino Propiedades
Recoleta;https://chilepropiedades.cl/ver-publicacion/venta-usada/recoleta/casa/einstein/2673281;Casa;3;1;;;;3.819;110000000;Recoleta, Einstein;Veronica Villa;Vende Dueño/a
Recoleta;https://chilepropiedades.cl/ver-publicacion/venta-usada/recoleta/casa/casa-de-1-piso-en-las-brisas/3693786;Casa;3;1;No;250;100;2.430;70000000;Recoleta, Casa de 1 Piso en Las Brisas;Corretajes Prosal Ltda.;Corretajes Prosal
Recoleta;https://chilepropiedades.cl/ver-publicacion/venta-usada/recoleta/casa/metro-zapadoresleoncio-villablanca/3686233;Casa;3;2;No;162;122;4.166;120000000;Recoleta, Metro Zapadores/Leoncio Villablanca;Evaristo Lillo;Evaristo Lillo
Recoleta;https://chilepropiedades.cl/ver-publicacion/venta-usada/recoleta/casa/3-de-noviembre/2194808;Casa;4;3;8;348;348;10.500;302400000;Recoleta, 3 de noviembre;MLC Propiedades;MLC Propiedades
Recoleta;https://chilepropiedades.cl/ver-publicacion/venta-usada/recoleta/casa/buenos-aires-loreto/2830013;Casa;10;3;No;336;324;9.027;260000000;Recoleta, Buenos Aires / Loreto;Cata Brochet Propiedades;Cata Brochet Propiedades
Recoleta;https://chilepropiedades.cl/ver-publicacion/venta-usada/recoleta/casa/los-estudiantes-181-recoleta/3709574;Casa;6;;No;92;361;6.946;200044800;Recoleta, Los Estudiantes 181, Recoleta;Vivaqui Propiedades;Vivaqui Propiedades
Recoleta;https://chilepropiedades.cl/ver-publicacion/venta-usada/recoleta/casa/av-mexicoobispo-del-pozo/2643091;Casa;7;2;No;760;160;14.409;415000000;Recoleta, Av. Mexico/Obispo del Pozo;Mauricio Pino Propiedades;Mauricio Pino Propiedades
Recoleta;https://chilepropiedades.cl/ver-publicacion/venta-usada/recoleta/casa/recoleta-region-metropolitana/3683321;Casa;2;2;1;100;70;2.326;67000000;;Jorge Rodriguez;Difusion Propiedades
Recoleta;https://chilepropiedades.cl/ver-publicacion/venta-usada/recoleta/casa/ruhue-712/2394938;Casa;4;4;1;208;177;11.600;334080000;Recoleta, Ruhue 712;Corredor Pro SpA.;Corredorpro Spa
Recoleta;https://chilepropiedades.cl/ver-publicacion/venta-usada/recoleta/casa/lambare-1165/2990778;Casa;7;1;2;180;100;3.646;105000000;Recoleta, Lambaré 1165;MLC Propiedades;MLC Propiedades
Recoleta;https://chilepropiedades.cl/ver-publicacion/venta-usada/recoleta/casa/recoleta-poblacion-san-marcoshuachipato-metro-dorsal/3593091;Casa;2;1;No;220;155;3.298;95000000;Recoleta, Recoleta // Poblacion San Marcos/Huachipato / Metro Dorsal;Evaristo Lillo;Evaristo Lillo
Recoleta;https://chilepropiedades.cl/ver-publicacion/venta-usada/recoleta/casa/parque-central-272/3599027;Casa;2;1;1;144;80;2.778;80000000;Recoleta, Parque Central 272;enrique octavio bobadilla cajales;Vende Dueño/a
Recoleta;https://chilepropiedades.cl/ver-publicacion/venta-usada/recoleta/casa/barrio-patronato-loreto/3003503;Casa;8;3;No;336;324;9.374;270000000;Recoleta, Barrio Patronato /Loreto;Schumacher Propiedades;Schumacher Propiedades
Renca;https://chilepropiedades.cl/ver-publicacion/venta-usada/renca/casa/renca-region-metropolitana/3730273;Casa;2;1;1;100;48;2.396;69000000;;Jorge Rodriguez;Difusion Propiedades
Renca;https://chilepropiedades.cl/ver-publicacion/venta-usada/renca/casa/las-salitreras/3666151;Casa;3;1;1;81;67;2.048;59000000;Renca, Las Salitreras;Macarena Salinas Gormaz;Vende Dueño/a
Renca;https://chilepropiedades.cl/ver-publicacion/venta-usada/renca/casa/combate-naval-1612/3670417;Casa;3;1;1;65;49;1.840;53000000;Renca, Combate Naval 1612;Macarena Salinas Gormaz;Vende Dueño/a
Renca;https://chilepropiedades.cl/ver-publicacion/venta-usada/renca/casa/marcoleta/3674211;Casa;4;3;2;340;120;7.986;230000000;Renca, Marcoleta;Macarena Salinas Gormaz;Vende Dueño/a
Renca;https://chilepropiedades.cl/ver-publicacion/venta-usada/renca/casa/casa-2-pisos-en-barrio-los-girasoles/3162731;Casa;3;2;No;116;76;2.778;80000000;Renca, Casa 2 Pisos en Barrio Los Girasoles;Corretajes Prosal Ltda.;Corretajes Prosal
Renca;https://chilepropiedades.cl/ver-publicacion/venta-usada/renca/casa/calle-seis/3666165;Casa;3;2;;384;239;5.208;150000000;Renca, Calle seis;Macarena Salinas Gormaz;Vende Dueño/a
Renca;https://chilepropiedades.cl/ver-publicacion/venta-usada/renca/casa/renca-region-metropolitana/3683301;Casa;4;2;1;200;98;2.778;80000000;;Jorge Rodriguez;Difusion Propiedades
Renca;https://chilepropiedades.cl/ver-publicacion/venta-usada/renca/casa/el-montijo/2741565;Casa;2;2;No;163;90;3.194;92000000;Renca, El montijo;Schumacher Propiedades;Schumacher Propiedades
Renca;https://chilepropiedades.cl/ver-publicacion/venta-usada/renca/casa/menta-5086/3690295;Casa;4;1;1;180;172;2.951;85000000;Renca, Menta 5086;Macarena Salinas Gormaz;Vende Dueño/a
Renca;https://chilepropiedades.cl/ver-publicacion/venta-usada/renca/casa/los-ciruelos/3670345;Casa;4;1;2;166;133;3.993;115000000;Renca, Los Ciruelos;Macarena Salinas Gormaz;Vende Dueño/a
Renca;https://chilepropiedades.cl/ver-publicacion/venta-usada/renca/casa/pje-seis-4737/2860017;Casa;4;2;;200;120;2.951;85000000;Renca, Pje Seis 4737;Gustavo Adolfo Hugo Palma Fuentes;Vende Dueño/a
Renca;https://chilepropiedades.cl/ver-publicacion/venta-usada/renca/casa/jose-manuel-balmaceda/3689292;Casa;5;2;2;;566;7.200;207360000;Renca, José Manuel Balmaceda;Macarena Salinas Gormaz;Vende Dueño/a
Renca;https://chilepropiedades.cl/ver-publicacion/venta-usada/renca/casa/caupolican-1224/3634078;Casa;5;2;;255;150;3.360;96768000;Renca, Caupolicán 1224;Maria Leiva;Vende Dueño/a
Renca;https://chilepropiedades.cl/ver-publicacion/venta-usada/renca/casa/nicanor-plaza/3670435;Casa;3;2;2;103;55;2.951;85000000;Renca, Nicanor Plaza;Macarena Salinas Gormaz;Vende Dueño/a
Renca;https://chilepropiedades.cl/ver-publicacion/venta-usada/renca/casa/renca-region-metropolitana/3079067;Casa;3;2;2;200;98;3.125;90000000;;Jorge Rodriguez;Difusion Propiedades
San Bernardo;https://chilepropiedades.cl/ver-publicacion/venta-usada/san-bernardo/casa/urmeneta-01094/2809731;Casa;5;2;3;170;177;2.951;85000000;San Bernardo, Urmeneta 01094;Francisca Abarca;Francisca Abarca
San Bernardo;https://chilepropiedades.cl/ver-publicacion/venta-usada/san-bernardo/casa/camino-padre-hurtado-17289-cs-70/2784868;Casa;3;3;2;180;94;3.298;95000000;San Bernardo, Camino Padre Hurtado 17289, CS 70;Guillermo Bravo Zarate;Guillermo Bravo Zarate
San Bernardo;https://chilepropiedades.cl/ver-publicacion/venta-usada/san-bernardo/casa/casa-de-1-piso/3608822;Casa;4;1;No;483;81;2.430;70000000;San Bernardo, Casa de 1 piso;Corretajes Prosal Ltda.;Corretajes Prosal
San Bernardo;https://chilepropiedades.cl/ver-publicacion/venta-usada/san-bernardo/casa/padre-hurtado/3381661;Casa;3;2;4;450;140;9.100;262080000;San Bernardo, Padre Hurtado;Enrique Thuillier;Vende Dueño/a
San Bernardo;https://chilepropiedades.cl/ver-publicacion/venta-usada/san-bernardo/casa/villa-maestranza-iii/3605892;Casa;4;2;1;140;90;3.107;89500000;San Bernardo, Villa maestranza iii;Jorge Mauro Díaz;Mauro Propiedades
San Bernardo;https://chilepropiedades.cl/ver-publicacion/venta-usada/san-bernardo/casa/pasaje-la-divina-providencia/3713562;Casa;2;1;;148;71;2.326;67000000;San Bernardo, Pasaje  La Divina Providencia;Francisca Abarca;Francisca Abarca
San Bernardo;https://chilepropiedades.cl/ver-publicacion/venta-usada/san-bernardo/casa/el-quisco-850/3622174;Casa;3;1;2;180;115;2.048;59000000;San Bernardo, El Quisco 850;Andrea Atenas Aravena;AAA Corredora de Propiedades
San Bernardo;https://chilepropiedades.cl/ver-publicacion/venta-usada/san-bernardo/casa/sta-teresa-de-tango-2305/3576471;Casa;6;5;2;5000;300;18.000;518400000;San Bernardo, Sta Teresa de Tango 2305;Camila Castillo Pinaud;Vende Dueño/a
San Bernardo;https://chilepropiedades.cl/ver-publicacion/venta-usada/san-bernardo/casa/raul-branez-1906/3667376;Casa;4;3;3;300;140;5.069;146000000;;Nicole Cristin von Bernhardi Torres;Vende Dueño/a
San Bernardo;https://chilepropiedades.cl/ver-publicacion/venta-usada/san-bernardo/casa/san-bernardo-region-metropolitana/3186137;Casa;5;1;No;300;175;5.173;149000000;San Bernardo, San Bernardo, Región Metropolitana;Jorge Rodriguez;Difusion Propiedades
San Bernardo;https://chilepropiedades.cl/ver-publicacion/venta-usada/san-bernardo/casa/pedro-oyarzun-821/3588712;Casa;4;3;2;180;117;3.660;105408000;San Bernardo, Pedro Oyarzún 821;Erick Marcelo Villanueva Rojas;Vende Dueño/a
San Bernardo;https://chilepropiedades.cl/ver-publicacion/venta-usada/san-bernardo/casa/casa-en-condominio-santa-filomena-de-nos/3735784;Casa;3;3;No;160;102;4.114;118500000;San Bernardo, Casa en Condominio Santa Filomena de Nos;Armacima LImitada;Armacima Propiedades
San Bernardo;https://chilepropiedades.cl/ver-publicacion/venta-usada/san-bernardo/casa/san-alfonso/3609765;Casa;3;2;4;350;100;6.119;176227200;San Bernardo, San Alfonso;Gustavo Alberto Muñoz Palma;G A M P. Propiedades
San Bernardo;https://chilepropiedades.cl/ver-publicacion/venta-usada/san-bernardo/casa/covadonga-722/2994325;Casa;2;;;242;115;5.900;169920000;San Bernardo, Covadonga 722;Ayelen Sepulveda Jara;Vende Dueño/a
San Bernardo;https://chilepropiedades.cl/ver-publicacion/venta-usada/san-bernardo/casa/camino-de-nos-los-morrosav-portalesautopista-central/3489767;Casa;3;3;No;153;95;2.951;85000000;San Bernardo, Camino de nos, los morros/av. Portales/autopista central;Jaime Moris Propiedades (Providencia);Jaime Moris Propiedades (Providencia)
San Bernardo;https://chilepropiedades.cl/ver-publicacion/venta-usada/san-bernardo/casa/el-barrancon/3604532;Casa;5;5;3;5000;440;17.800;512640000;San Bernardo, El Barrancón;Gabriela Mellado V.;Zenpro Propiedades
San Bernardo;https://chilepropiedades.cl/ver-publicacion/venta-usada/san-bernardo/casa/avenida-la-caridad/3712359;Casa;4;2;1;132;120;2.778;80000000;San Bernardo, Avenida la Caridad;Francisca Abarca;Francisca Abarca
San Bernardo;https://chilepropiedades.cl/ver-publicacion/venta-usada/san-bernardo/casa/autopiata-centralestacion-nos/1213620;Casa;3;2;No;12500;200;67.443;1942358400;San Bernardo, Autopiata central/Estacion Nos;Jorge Pablo Caro Propiedades;Jorge Pablo Caro Propiedades
San Bernardo;https://chilepropiedades.cl/ver-publicacion/venta-usada/san-bernardo/casa/nacimientodameyvo/3057572;Casa;3;2;No;137;139;5.277;152000000;San Bernardo, Nacimiento/Dameyvo;Jorge Pablo Caro Propiedades;Jorge Pablo Caro Propiedades
San Bernardo;https://chilepropiedades.cl/ver-publicacion/venta-usada/san-bernardo/casa/san-bernardo-region-metropolitana/3523793;Casa;6;2;8;290;160;4.826;139000000;;Jorge Rodriguez;Difusion Propiedades
San Bernardo;https://chilepropiedades.cl/ver-publicacion/venta-usada/san-bernardo/casa/propiedad-en-centro-de-san-bernardo/3332867;Casa;2;1;No;380;166;3.472;100000000;San Bernardo, Propiedad en centro de San Bernardo;Corretajes Prosal Ltda.;Corretajes Prosal
San Bernardo;https://chilepropiedades.cl/ver-publicacion/venta-usada/san-bernardo/casa/casa-de-1-piso-cercana-a-estacion-metro-tren-freire/3348430;Casa;2;1;No;194;69;2.517;72500000;San Bernardo, Casa de 1 Piso cercana a Estación Metro Tren Freire;Corretajes Prosal Ltda.;Corretajes Prosal
San Bernardo;https://chilepropiedades.cl/ver-publicacion/venta-usada/san-bernardo/casa/piedemonte/3711035;Casa;3;3;2;250;112;4.950;142560000;San Bernardo, Piedemonte;Evelyn Constanza Morales Martínez;Vende Dueño/a
San Bernardo;https://chilepropiedades.cl/ver-publicacion/venta-usada/san-bernardo/casa/camino-el-barranconavda-calera-de-tango-cv/3359808;Casa;5;5;No;5000;490;17.800;512640000;San Bernardo, Camino El Barrancón/Avda Calera de Tango CV;Cristian Vial Propiedades;Cristian Vial Propiedades
San Bernardo;https://chilepropiedades.cl/ver-publicacion/venta-usada/san-bernardo/casa/roberto-paut-calderon-890/3494588;Casa;4;3;1;150;85;4.444;128000000;San Bernardo, Roberto Paut Calderón 890;Terranovapropiedades;Terranovapropiedades
San Bernardo;https://chilepropiedades.cl/ver-publicacion/venta-usada/san-bernardo/casa/casa-2-pisos-en-las-palmas-de-nos/3693749;Casa;3;2;No;182;78;2.430;70000000;San Bernardo, Casa 2 Pisos en Las Palmas de Nos;Corretajes Prosal Ltda.;Corretajes Prosal
San Bernardo;https://chilepropiedades.cl/ver-publicacion/venta-usada/san-bernardo/casa/maule-269/3655660;Casa;4;1;2;213;93;4.166;120000000;San Bernardo, Maule 269;Juan Pablo Calderón;Vende Dueño/a
San Bernardo;https://chilepropiedades.cl/ver-publicacion/venta-usada/san-bernardo/casa/quimahue/3415676;Casa;3;2;3;1835;144;10.500;302400000;San Bernardo, Quimahue;Corredor Pro SpA.;Corredorpro Spa
San Bernardo;https://chilepropiedades.cl/ver-publicacion/venta-usada/san-bernardo/casa/avenida-diego-portales-oriente-1588-maestranza/2911133;Casa;4;2;2;190;100;4.340;125000000;San Bernardo, avenida diego portales oriente 1588, maestranza;ana maria martinez donoso;Carolina Martinez Propiedades
San Bernardo;https://chilepropiedades.cl/ver-publicacion/venta-usada/san-bernardo/casa/almirante-riverolos-suspiros/2675169;Casa;3;3;No;172;92;3.800;109440000;San Bernardo, Almirante Rivero/Los Suspiros;Jaime Moris Propiedades (Providencia);Jaime Moris Propiedades (Providencia)
San Bernardo;https://chilepropiedades.cl/ver-publicacion/venta-usada/san-bernardo/casa/maipu-colon-norte/3381616;Casa;4;3;4;570;240;12.500;360000000;San Bernardo, Maipú & Colón Norte;Enrique Thuillier;Vende Dueño/a
San Bernardo;https://chilepropiedades.cl/ver-publicacion/venta-usada/san-bernardo/casa/san-bernardo-region-metropolitana/3348563;Casa;4;2;1;133;85;2.708;78000000;;Sandra Vargas Céspedes;Alianza Pro Gestión Inmobiliaria
San Bernardo;https://chilepropiedades.cl/ver-publicacion/venta-usada/san-bernardo/casa/condominio-lo-herrera-san-bernardo/3421434;Casa;5;4;4;800;230;10.300;296640000;San Bernardo, Condominio Lo Herrera, San Bernardo;Paniagua y compañia ltda;Paniagua Gestión Inmobiliaria
San Bernardo;https://chilepropiedades.cl/ver-publicacion/venta-usada/san-bernardo/casa/san-bernardo-region-metropolitana/3153393;Casa;4;2;2;175;125;3.160;91000000;;Sandra Vargas Céspedes;Alianza Pro Gestión Inmobiliaria
San Bernardo;https://chilepropiedades.cl/ver-publicacion/venta-usada/san-bernardo/casa/volcan-lanin-15044/3579858;Casa;2;1;;40;40;1.250;36000000;San Bernardo, Volcán Lanín 15044;Erick Marcelo Villanueva Rojas;Vende Dueño/a
San Bernardo;https://chilepropiedades.cl/ver-publicacion/venta-usada/san-bernardo/casa/camino-nos-los-morrosav-portales-ote/3077848;Casa;3;3;No;151;85;3.615;104112000;San Bernardo, Camino nos los morros/av portales ote;Propiedades Centro Santiago SPA;Propiedades Centro Santiago SPA
San Bernardo;https://chilepropiedades.cl/ver-publicacion/venta-usada/san-bernardo/casa/condominio-cumbres-de-nos/3513759;Casa;3;3;2;160;117;5.132;147800000;San Bernardo, Condominio Cumbres de Nos;Erick Marcelo Villanueva Rojas;Vende Dueño/a
San Bernardo;https://chilepropiedades.cl/ver-publicacion/venta-usada/san-bernardo/casa/condominio-parque-balmaceda/3513793;Casa;4;3;2;181;108,9;4.809;138500000;San Bernardo, Condominio Parque Balmaceda;Contacto Properties&Home;Contacto Properties&Home
San Bernardo;https://chilepropiedades.cl/ver-publicacion/venta-usada/san-bernardo/casa/padre-hurtadolos-morros/3436373;Casa;3;3;No;240;110;5.390;155232000;San Bernardo, Padre Hurtado/Los Morros;Jorge Pablo Caro Propiedades;Jorge Pablo Caro Propiedades
San Bernardo;https://chilepropiedades.cl/ver-publicacion/venta-usada/san-bernardo/casa/estacion-san-bernardo/3372679;Casa;3;2;1;460;125;9.374;270000000;San Bernardo, Estación San Bernardo;PAMELA ALEJANDRA PALMA FIGUEROA;Vende Dueño/a
San Bernardo;https://chilepropiedades.cl/ver-publicacion/venta-usada/san-bernardo/casa/avenida-padre-hurtado/3660674;Casa;3;2;2;170;90;3.819;110000000;San Bernardo, Avenida Padre Hurtado;Gerald Enrique Gonzalez Cortes;Vende Dueño/a
San Joaquín;https://chilepropiedades.cl/ver-publicacion/venta-usada/san-joaquin/casa/francisco-de-castaneda/2838155;Casa;6;3;;300;230;4.166;120000000;San Joaquín, Francisco de Castañeda;Cristián Espinoza F;Tzanis Propiedades
San Joaquín;https://chilepropiedades.cl/ver-publicacion/venta-usada/san-joaquin/casa/villa-brasil/3158491;Casa;4;2;1;225;117;5.555;160000000;San Joaquín, villa brasil;Gestión inmobiliaria;Inmobienes.
San Joaquín;https://chilepropiedades.cl/ver-publicacion/venta-usada/san-joaquin/casa/av-departamentalav-las-industrias/3357733;Casa;6;2;No;0;162;2.986;86000000;San Joaquín, Av departamental/av las industrias;Propiedades Centro Santiago SPA;Propiedades Centro Santiago SPA
San Joaquín;https://chilepropiedades.cl/ver-publicacion/venta-usada/san-joaquin/casa/juan-griego-5150/3590852;Casa;5;1;;125;90;2.673;77000000;San Joaquín, Juan Griego 5150;fabricio flavio bello lorenzetti;rosario andrade avendaño
San Joaquín;https://chilepropiedades.cl/ver-publicacion/venta-usada/san-joaquin/casa/gluck/3709992;Casa;3;1;;100;80;4.166;120000000;San Joaquín, Gluck;Novavista;Vivirpropiedades.cl
San Joaquín;https://chilepropiedades.cl/ver-publicacion/venta-usada/san-joaquin/casa/liszt/3697033;Casa;5;2;1;220;138;7.222;208000000;San Joaquín, Liszt;Novavista;Vivirpropiedades.cl
San Joaquín;https://chilepropiedades.cl/ver-publicacion/venta-usada/san-joaquin/casa/artemio-gutierrez-2453/3612327;Casa;5;1;;200;150;3.472;100000000;San Joaquín, Artemio Gutiérrez 2453;sebastian ignacio abrigo miranda;Vende Dueño/a
San Joaquín;https://chilepropiedades.cl/ver-publicacion/venta-usada/san-joaquin/casa/salesianosavda-las-industrias/3572224;Casa;4;2;No;500;139;7.118;205000000;San Joaquín, Salesianos/Avda. Las Industrias;Felipe Acosta Propiedades Peñalolén;Procasa Felipe Acosta Propiedades Peñalolén
San Joaquín;https://chilepropiedades.cl/ver-publicacion/venta-usada/san-joaquin/casa/av-haydn-5940/2913812;Casa;4;2;No;200;163,56;5.208;150000000;San Joaquín, Av. Haydn 5940;María Fernanda;Invierte Propiedades
San Joaquín;https://chilepropiedades.cl/ver-publicacion/venta-usada/san-joaquin/casa/vicuna-mackennaisabel-riquelme/2658757;Casa;5;3;No;350;160;8.506;245000000;San Joaquín, Vicuña mackenna/isabel riquelme;Mauricio Pino Propiedades;Mauricio Pino Propiedades
San Joaquín;https://chilepropiedades.cl/ver-publicacion/venta-usada/san-joaquin/casa/las-melosas/2550080;Casa;3;1;;86;57;1.890;54432000;San Joaquín, Las Melosas;cristian andres burgos fuentes;Vende Dueño/a
San Joaquín;https://chilepropiedades.cl/ver-publicacion/venta-usada/san-joaquin/casa/sierra-bella-2500/2601759;Casa;5;2;5;320;150;9.900;285120000;San Joaquín, Sierra Bella 2500;Eliana  Carmona;Vende Dueño/a
San Joaquín;https://chilepropiedades.cl/ver-publicacion/venta-usada/san-joaquin/casa/alcalde-pedro-alarconav-carlos-valdovinosvicuna-mackenna/2674855;Casa;4;2;No;129;80;3.680;106000000;San Joaquín, Alcalde Pedro Alarcón/Av. Carlos Valdovinos/Vicuña Mackenna;Jaime Moris Propiedades (Providencia);Jaime Moris Propiedades (Providencia)
San Joaquín;https://chilepropiedades.cl/ver-publicacion/venta-usada/san-joaquin/casa/metro-rodrigo-de-araya-vicuna-mackennajuan-sebastian-bach-jose-ananias/3339913;Casa;6;2;No;600;360;15.200;437760000;San Joaquín, Metro Rodrigo de Araya // Vicuña Mackenna/Juan Sebastian Bach // Jose Ananias;Evaristo Lillo;Evaristo Lillo
San José de Maipo;https://chilepropiedades.cl/ver-publicacion/venta-usada/san-jose-de-maipo/casa/el-ingeniocajon-del-maipo/2787837;Casa;4;3;No;9358;122;3.298;95000000;San José de Maipo, El Ingenio/Cajón del Maipo;Alonso Baeza Rivera y Cía. Ltda.;Alonso Baeza Rivera y Cía. Ltda.
San José de Maipo;https://chilepropiedades.cl/ver-publicacion/venta-usada/san-jose-de-maipo/casa/camino-a-lagunillas/3118624;Casa;3;1;6;30000;200;4.409;127000000;San José de Maipo, Camino A Lagunillas;De La Barrera Propiedades;De La Barrera Propiedades
San José de Maipo;https://chilepropiedades.cl/ver-publicacion/venta-usada/san-jose-de-maipo/casa/san-jose-de-maipo-region-metropolitana/3380256;Casa;4;4;10;496;84;4.097;118000000;;Daniela Parrau Vargas;Vende Dueño/a
San Miguel;https://chilepropiedades.cl/ver-publicacion/venta-usada/san-miguel/casa/san-miguel-region-metropolitana/3559694;Casa;4;3;3;276;170;10.416;300000000;;Gescor Propiedades;Gescor Propiedades
San Miguel;https://chilepropiedades.cl/ver-publicacion/venta-usada/san-miguel/casa/departamentalleon-pradogran-avenida/1916055;Casa;8;3;1;530;253;8.680;250000000;San Miguel, Departamental/León Prado/Gran Avenida;Mauricio Pino Propiedades;Mauricio Pino Propiedades
San Miguel;https://chilepropiedades.cl/ver-publicacion/venta-usada/san-miguel/casa/gran-avenidavaras-mena/1607717;Casa;5;3;No;320;242;5.555;160000000;San Miguel, Gran Avenida/Varas Mena;Jorge Pablo Caro Propiedades;Jorge Pablo Caro Propiedades
San Miguel;https://chilepropiedades.cl/ver-publicacion/venta-usada/san-miguel/casa/sta-adela-5250/3669723;Casa;4;2;2;300;200;4.857;139900000;San Miguel, Sta Adela 5250;Francisco Lopez;Vivienda Integral
San Miguel;https://chilepropiedades.cl/ver-publicacion/venta-usada/san-miguel/casa/el-peral-5301/3530823;Casa;4;3;3;420;156;12.152;350000000;San Miguel, El Peral 5301;Corredor Pro SpA.;Corredorpro Spa
San Miguel;https://chilepropiedades.cl/ver-publicacion/venta-usada/san-miguel/casa/jose-joaquin-prietoavda-la-marina/3684757;Casa;4;2;No;330;160;10.069;290000000;San Miguel, José Joaquín Prieto/Avda. La Marina;Felipe Acosta Propiedades Peñalolén;Procasa Felipe Acosta Propiedades Peñalolén
San Miguel;https://chilepropiedades.cl/ver-publicacion/venta-usada/san-miguel/casa/san-nicolasteodoro-smigh/3603846;Casa;4;3;No;112;92;5.156;148500000;San Miguel, San Nicolas/Teodoro Smigh;Propiedades Centro Santiago SPA;Propiedades Centro Santiago SPA
San Miguel;https://chilepropiedades.cl/ver-publicacion/venta-usada/san-miguel/casa/san-ignaciobarros-luco/2344914;Casa;4;2;No;250;109;6.770;195000000;San Miguel, San Ignacio/Barros Luco;Jorge Pablo Caro Propiedades;Jorge Pablo Caro Propiedades
San Miguel;https://chilepropiedades.cl/ver-publicacion/venta-usada/san-miguel/casa/gran-avenida1ra-transversal/1438477;Casa;6;2;No;250;180;8.700;250560000;San Miguel, Gran avenida/1ra. Transversal;Mauricio Pino Propiedades;Mauricio Pino Propiedades
San Miguel;https://chilepropiedades.cl/ver-publicacion/venta-usada/san-miguel/casa/san-petersburgo/2896880;Casa;;;;551;551;3.264;94000000;San Miguel, San Petersburgo;Geraldine Ramirez;Vende Dueño/a
San Miguel;https://chilepropiedades.cl/ver-publicacion/venta-usada/san-miguel/casa/gran-avenidadecima-avenida/2894105;Casa;6;3;No;475;230;27.000;777600000;San Miguel, Gran Avenida/Decima Avenida;Propiedades Centro Santiago SPA;Propiedades Centro Santiago SPA
San Miguel;https://chilepropiedades.cl/ver-publicacion/venta-usada/san-miguel/casa/san-petersburgo-6074/3697626;Casa;3;1;3;;;3.298;95000000;San Miguel, San Petersburgo 6074;Jorge Ibañez M;Vende Dueño/a
San Miguel;https://chilepropiedades.cl/ver-publicacion/venta-usada/san-miguel/casa/avenida-lo-ovallesebastopol/3027884;Casa;1;1;No;400;400;5.208;150000000;San Miguel, Avenida Lo Ovalle/Sebastopol;Procasa Adrian Ulloa Propiedades;Procasa Adrián Ulloa Propiedades
San Miguel;https://chilepropiedades.cl/ver-publicacion/venta-usada/san-miguel/casa/san-miguel-region-metropolitana/3702996;Casa;3;2;2;245;105;7.812;225000000;;Gescor Propiedades;Gescor Propiedades
